,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,73,,,,,,,,73,73,73,,,,,,
387,,,,,,,,,,,,,,,387,387,387,387,,,,,
,,,,,,,,24,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,128,128,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
28,28,28,28,28,,28,28,28,28,28,28,,28,28,28,28,28,28,28,,28,28,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,78,,,,,,,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,60,,,,,,,,,,,,,,,,
,,,,,,,,13,,,,,,,,,,,,,,,
,,,,,,,209,,,,,,,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,,,
,,,,,,,122,,,,,,,,,,,,,,,,
,,,,,,,133,,,,,,,,,,133,133,,,,,
,,,,,,,18,,,,,,,,,,,,,,,,
,,,,,,,8,,,,,,,8,,,8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,10,,,,,,,,,,,,,,,
,,,,,,,32,,,,,,,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,
,,,,,,,26,,,,,,,,,,,,,,,,
169,169,169,169,169,,169,169,169,169,169,169,,169,169,169,169,169,169,169,,169,169,169
,,,,,,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,30,,,,,,,,,,30,,,,,,
,,,,,,,9,,,,,,,,,,,,,,,,
,5398,,,,,,,,,,,,,,,,,,,,5398,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,185,,,,,,,,,,,,,,,,
135,135,135,135,135,,135,135,135,135,135,135,,135,135,135,135,135,135,135,,135,135,135
,,,,,,,,13,,,,,,,,,,,,,,,
,,,,,,,47,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,3,,,,,,,,3,,3,,,,,,
,,,,,,,,16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,
,,,,,,,32,,,,,,,,,,32,32,,,,,
134,134,134,134,134,,134,134,134,134,134,134,,134,134,134,134,134,134,134,,134,134,134
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,17,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,,,,,,,,,10,,10,,,,,
,,,,,,,25,,,,,,,,,,,25,,,,,
,,,,,,,8,,,,,,,,8,,8,,,,,,
1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14,,,,,,,,,,14,14,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,156,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1043,,,,,,,,,,1043,,1043,,,,,
,,,,,,,30,,,,,,,30,,,30,,,,,,
1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,
,,,,,,,226,,,,,,,,,,,,,,,,
,,,,,,416,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
79,79,79,79,79,,79,79,79,79,79,79,,79,79,79,79,79,79,79,,79,79,79
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,10,10,10,10,,,10,10,10,10,10,10,,,,,
,,,,,,,35,,,,,,,,,,35,35,,,,,
,,,,,,,28,,,,,,,,,,,,,,,,
,,,,,,,,11,,,,,,,,,,,,,,,
9,,,,,,,9,,9,,,,9,,9,,9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,101,,,,,,,,,,,,,,,,
,,,,,,,100,,,,,,,,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,
1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131
,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,7,7,7,7,,,7,7,7,7,7,7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,,,,,,,11,,11,,11,,,,,
,,,,,,721,,,,,,,,,,,,,,,,,
,,,,,,,9,,,,,,,9,9,9,9,9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,19,,,,,,,,,,,19,,,,,
,,,,,,,,15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,51,,,,,,,,,,51,,,,,,
,,,,,,,,6,,,,,,,,,,,,,,,
25,25,25,25,25,,25,25,25,25,25,25,,25,25,25,25,25,25,25,,25,25,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,15267,,,,,,,,,,,,,,15267,,,,,
,,,,,,,54,,,,,,,,,,,,,,,,
,,,,,,,19,,,,,,,,,,,,,,,,
,,,,,,,143,,,,,,,,,,,143,,,,,
,,,,,,,,23,,,,,,,,,,,,,,,
581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581,581
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,8,8,8,8,,,8,8,8,8,8,8,,,,,
10207,,,,,,,,,,,10207,,,,,,,,,,,10207,
21293,,,,,,,,,,,,,,,,,,,21293,,,,
12,,,,,,,12,,12,,,,12,,12,,12,,,,,,
,,,,,,,111,,,,,,,,,,,,,,,,
394,394,394,394,394,,394,394,394,394,394,394,,394,394,394,394,394,394,394,,394,394,394
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,19,,,,,,,,,,,,,,,
,,,,,,,69,,,,,,,,,,69,69,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,,,,,,,,,,,,,,,,
23,23,23,23,23,,23,23,23,23,23,23,,23,23,23,23,23,23,23,,23,23,
1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
,,,,,,,10,,,,,,,,,10,,10,,,,,
,,,,,,,524,,,,,,,,,,,,,,,,
,,,,,,,489,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,8,,,,,,,8,8,8,8,8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,55,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,63,,,,,,,,,,,,,,,,
,,,,,,,,25,,,,,,,,,,,,,,,
,,,,,,,7,,,,,,,7,7,7,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,52,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,8,,,,,,,8,,8,,8,,,,,
,,,,,,,31,,,,,,,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,
,,,,,,,6,,,,,,,6,,6,,6,,,,,
,,,,,,,548,,,,,,,,,,,,,,,,
,,,,,,,9,,,,,,,9,9,9,9,9,,,,,
9,,,,,,,9,9,9,9,,,9,9,9,9,9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,37,,,,,,,,,,,37,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,32,,,,,,,,,,,,,,,
,,,,,,,,26,,,,,,,,,,,,,,,
,,,,,,,10,,,,,,,,10,,10,,,,,,
,,,,,,,,27,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
36,36,36,36,36,,36,36,36,36,36,36,,36,36,36,36,36,36,36,,36,36,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7,,,,,,,,,7,7,7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,15,,,,,,,,,,,,,,,,
422,422,422,422,422,,422,422,422,422,422,422,,422,422,422,422,422,422,422,,422,422,422
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,,,,,,11,,,,11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,33,,,,,,,,,,,,,,,,
,,,,,,,,16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,10,10,10,10,,,10,10,10,10,10,10,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,29,,,,,,,,,,,,,,,,
,,,,,,,813,,,,,,,,,,,,,,,,
,,,,,,,77,,,,,,,,,,,,,,,,
,,,,,,1242,,,,,,,,,1242,1242,,,,,,,
,,,,,,,,2,,,,,,,,2,,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,
,,,,,,,,2,,,,,,,,2,2,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,,,,,,,10,,10,,10,,,,,
,,,,,,,30,,,,,,,,,,,,,,,,
61,61,61,61,61,,61,61,61,61,61,61,,61,61,61,61,61,61,61,,61,61,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,15,,,,,,,,,,,,,,,
9,,,,,,,9,9,9,9,,,9,9,9,9,9,9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2,,,,,,,2,2,2,2,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,61,,,,,,,,,,61,61,,,,,
,,,,,,,90,,,,,,,,,,,,,,,,
,,,,,,,117,,,,,,,,,,,,,,,,
1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,25,,,,,,,,,,,,,,,,
,,,,,,,19,,,,,,,,19,,19,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,71,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,12,,,,,,,12,12,12,12,12,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,9,9,9,9,,,9,9,9,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,21,,,,,,,,,,,,,,,
,,,,,,,,23,,,,,,,,,,,,,,,
71,71,71,71,71,,71,71,71,71,71,71,,71,71,71,71,71,71,71,,71,71,
,,,,,,,83,,,,,,,,,83,83,83,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
233,233,233,233,233,,233,233,233,233,233,233,,233,233,233,233,233,233,233,,233,233,233
,,,,,,,,20,,,,,,,,,,,,,,,
,,,,,,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14,,,,,,,,,,,14,,,,,
,,,,,,,39,,,,,,,,,,,39,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,,,,,,,,11,11,11,11,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,,,,,,,,,10,10,10,,,,,
,,,,,,,,10,,,,,,,,,,,,,,,
,,,,,,,4,,,,,,4,,4,,4,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,14,14,14,,,14,14,14,14,14,14,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,22,,,,,,,,,22,22,,,,,,
23,23,23,23,23,,23,23,23,23,23,23,,23,23,23,23,23,23,23,,23,23,
,,,,,,,8,,,,,,,8,8,8,8,8,,,,,
539,539,539,539,539,,539,539,539,539,539,539,539,539,539,539,539,539,539,539,,539,539,539
,,,,,,,6,,,,,,6,6,6,6,6,,,,,,
,,,,,,,8,,,,,,,8,,8,,8,,,,,
,,,,,,,40,,,,,,,,,,,,,,,,
